,Status,AFP,APOBEC3A,ART3,CCL7,CXCL10,CXCL9,DNAH7,GRID2,HTR3A,KRT78,LAMP3,MYLK2,PGBD5,POTEKP,RAET1L,SLC28A2,SOX11,SPHK1,TH,TMEM171,TNRC18P1,TREM1,TTC6,UGT2B15,VRTN
Sample1712,0,1.584962501,6.442943496,3.584962501,2.321928095,11.01680829,10.70476824,5.321928095,2.321928095,2.321928095,2,6.882643049,3.321928095,4,4.087462841,2.584962501,3.321928095,5.584962501,8.113742166,2.584962501,2.807354922,3.169925001,4.321928095,4.321928095,1,1
Sample1713,0,2,5.95419631,7.826548487,1.584962501,9.192292814,9.906890596,4.807354922,3.169925001,1.584962501,2.321928095,7.918863237,3,4.584962501,5.700439718,3,3.459431619,10.89557528,8.447083226,2,3.169925001,3.459431619,5.169925001,3,1,1
Sample1714,0,3.807354922,4.95419631,4.321928095,5.357552005,6.50779464,7.912889336,6.266786541,5.209453366,6.087462841,5.044394119,6.554588852,5.247927513,5.95419631,8.77478706,5.523561956,5.392317423,4.584962501,7.159871337,4.523561956,5.392317423,6.539158811,5.357552005,5.700439718,5.700439718,5
Sample1715,0,2.321928095,4.087462841,4.169925001,3.321928095,10.39767463,10.10983065,5.459431619,3.584962501,5.321928095,3.584962501,4.087462841,3.321928095,5.169925001,4.807354922,3.807354922,4.857980995,6.523561956,8.022367813,3,4.321928095,4.700439718,4.321928095,5.247927513,2,1.584962501
Sample1716,0,3.700439718,6.087462841,7.442943496,5.672425342,6.820178962,6.392317423,5.977279923,6.06608919,5.672425342,5.64385619,5.554588852,5.906890596,5.426264755,8.409390936,5.584962501,5.129283017,4.95419631,6.247927513,5.357552005,5.906890596,6.321928095,5.491853096,7.285402219,4.700439718,5.044394119
Sample1717,0,3.459431619,5.459431619,5.087462841,5.129283017,6.169925001,4.64385619,6.727920455,5.087462841,6.087462841,5.857980995,5.459431619,5.614709844,6.409390936,8.139551352,5.357552005,5.357552005,5.906890596,7.459431619,5.426264755,5.977279923,6.845490051,6.64385619,6.266786541,8.885696373,5.392317423
Sample1718,0,2.321928095,4,4.321928095,3.459431619,8.204571144,10.77066389,5.882643049,4.169925001,4.087462841,4.169925001,6.845490051,4.169925001,6.700439718,2.321928095,4.523561956,4.459431619,5.321928095,7.189824559,3.321928095,5,5.321928095,5.044394119,5.882643049,2.807354922,2.584962501
Sample1719,0,4,4,4.247927513,3.584962501,9.54689446,8.668884984,5.523561956,4.169925001,3.584962501,5.087462841,6.781359714,4.64385619,5.247927513,8.247927513,4.523561956,4.584962501,6.189824559,7.741466986,3.321928095,4.523561956,4.906890596,5.129283017,5.129283017,3.321928095,3.169925001
Sample1720,0,5.754887502,6.303780748,4.857980995,5.129283017,7.475733431,7.787902559,5.554588852,5.426264755,5.754887502,4.906890596,6.022367813,5.672425342,5.64385619,4.584962501,5.523561956,5.64385619,6.14974712,7.636624621,5.426264755,5.584962501,6.658211483,6.475733431,6.62935662,6.442943496,5.930737338
Sample1721,0,2.584962501,4,4.392317423,3.321928095,10.41151099,9.465566405,5.169925001,3.584962501,3.584962501,2.807354922,6.108524457,3.321928095,5.700439718,6.658211483,3.169925001,4,4.523561956,7.17990909,4,4.321928095,5.209453366,5.129283017,5.64385619,2,3
Sample1722,0,2.807354922,4.523561956,5,3.459431619,8.784634846,8.982993575,5.584962501,4.169925001,4.459431619,4.523561956,7.62935662,4.247927513,5.285402219,9.17990909,4.523561956,4.459431619,4.754887502,8.199672345,4.459431619,4.169925001,5.209453366,5.169925001,4,2,2.321928095
Sample1723,0,3.584962501,4.392317423,4.392317423,3.807354922,9.658211483,8.900866808,6.50779464,3.807354922,4.169925001,4.906890596,5.930737338,4.906890596,4.700439718,6.741466986,4.95419631,4.807354922,5.584962501,7.62935662,4.700439718,4.392317423,5.129283017,6.357552005,4.754887502,5.459431619,3.169925001
Sample1724,0,2.584962501,4.321928095,4,4.321928095,10.28655776,9.428360173,5.169925001,3.584962501,5.459431619,3.584962501,7.022367813,4,5.614709844,6.539158811,4.95419631,4.523561956,5.491853096,7.794415866,4.95419631,3.700439718,4.392317423,5.426264755,5.087462841,2.321928095,2.584962501
Sample1725,0,4.087462841,4.321928095,4.700439718,4.523561956,8.092757141,9.326429487,5.700439718,4.523561956,5.426264755,3.700439718,7.599912842,4.857980995,6.108524457,7.8008999,5.426264755,4.807354922,4.459431619,7.686500527,4,5.523561956,5.285402219,5.087462841,5,4,3.906890596
Sample1726,0,2.321928095,3.906890596,3.584962501,1,10.60917874,10.77066389,4.584962501,1.584962501,2.584962501,2.584962501,6.977279923,2.321928095,4.754887502,7.022367813,2.584962501,2.807354922,6.942514505,7.982993575,6.129283017,3,3.807354922,4.523561956,4.906890596,1,1
Sample1727,0,4.087462841,4.700439718,4.392317423,3.584962501,10.2227949,9.560332834,5.285402219,3.906890596,4.64385619,3.700439718,6.768184325,4.700439718,5.614709844,4.459431619,4.523561956,4.906890596,4.906890596,7.108524457,4.087462841,4.64385619,5.087462841,5.700439718,4.169925001,2.321928095,2.321928095
Sample1728,0,3.906890596,6.266786541,4.700439718,4.95419631,6.977279923,5.930737338,6.845490051,4.807354922,5.426264755,5.087462841,5.247927513,6.022367813,5.832890014,8.45532722,6.209453366,5.584962501,6.129283017,7.761551232,6.189824559,5.459431619,6,7.851749041,5.832890014,5.857980995,4
Sample1729,0,3,5.614709844,4.459431619,3.169925001,9.030667136,9.990103964,5.906890596,4.392317423,3.584962501,3.321928095,6.442943496,4.392317423,6.266786541,7.139551352,4.169925001,4.392317423,4.95419631,7.918863237,4,5.044394119,4.459431619,4.392317423,5.523561956,2.321928095,4.459431619
Sample1730,0,3.584962501,7.189824559,7.087462841,3,8.247927513,9.99859043,5,3.459431619,3.321928095,3,6,3.807354922,6.06608919,9.35974956,3.584962501,4,4.584962501,9.509775004,2.807354922,4.169925001,3.700439718,4.321928095,4.523561956,2,1
Sample1731,0,4.247927513,5.754887502,4.523561956,4,7.918863237,9.949826711,5.781359714,4.459431619,4.584962501,4.087462841,9.118941073,5.169925001,5.523561956,2.321928095,4.906890596,5,5,7.451211112,4.392317423,4.754887502,5.491853096,5,7.74819285,3,2.584962501
Sample1732,0,4.700439718,5.459431619,5.087462841,5,7.658211483,6.459431619,6.741466986,6.285402219,4.754887502,5.832890014,5.459431619,5.832890014,5.930737338,6.64385619,5.129283017,5.285402219,6.442943496,7.857980995,6.022367813,5.672425342,6.459431619,6.554588852,6.209453366,6.658211483,5
Sample1733,0,7.62935662,5.209453366,4.807354922,4.321928095,7.14974712,6.523561956,6,5.169925001,5.247927513,4.857980995,6.539158811,5.392317423,5.95419631,8.262094845,5.584962501,5.169925001,4.906890596,8.703903573,4.95419631,5,5.584962501,5.614709844,5.357552005,4.64385619,4.906890596
Sample1734,0,4.087462841,4.523561956,5.930737338,3,9.881113961,7.876516947,4.95419631,2.584962501,4.64385619,2.584962501,7.882643049,3.459431619,5.247927513,9.290018847,3.169925001,3.459431619,9.923327485,7.276124405,3.807354922,3,4,4.754887502,5.672425342,1,1
Sample1735,0,3.169925001,5.64385619,4.247927513,4.584962501,5.727920455,7.807354922,6.087462841,5.087462841,5.906890596,5,5.95419631,5.129283017,5.209453366,9.902375114,5.554588852,5.614709844,5.882643049,7.383704292,3.584962501,5.321928095,5.781359714,4.906890596,6.857980995,3.700439718,5
Sample1736,0,2.807354922,4.169925001,3.807354922,3,7.794415866,7.584962501,5.781359714,3.584962501,4.087462841,3.584962501,5.906890596,3.700439718,5.285402219,11.35149141,4,4,6.108524457,8.204571144,3.906890596,4.584962501,4.584962501,5.247927513,4.584962501,3,1.584962501
Sample1737,0,2.584962501,3.584962501,4.247927513,2.807354922,10.16490693,8.535275377,5.832890014,2.807354922,3,3.906890596,5.64385619,4.247927513,5.209453366,9.375039431,3.321928095,4.169925001,5.129283017,7.523561956,3.906890596,4.523561956,4.087462841,5.523561956,6.820178962,2.584962501,1
Sample1738,0,2.584962501,4.807354922,5.392317423,3.459431619,10.38909352,8.016808288,5.247927513,3.169925001,2.584962501,2.807354922,6.375039431,3.700439718,5.169925001,9.273795599,3.807354922,3.700439718,6.918863237,7.894817763,3.906890596,4.321928095,3.584962501,6.285402219,6.087462841,2.321928095,1.584962501
Sample1739,0,10.14720492,4,4.459431619,3,2.807354922,5.087462841,5.906890596,2.321928095,3.169925001,4.087462841,4.169925001,3.321928095,5.727920455,11.54254826,4.906890596,3.906890596,5.285402219,8.335390355,4.247927513,4.754887502,4.807354922,5.169925001,5.64385619,3.700439718,1
Sample1740,0,2.584962501,4,4.087462841,2,8.299208018,9.337621902,4.857980995,3.321928095,4.321928095,2.807354922,6.794415866,2.807354922,4.857980995,10.22641219,3.700439718,4.459431619,8.54303182,7.366322214,3,4.459431619,4.857980995,4.857980995,5.64385619,3,1.584962501
Sample1741,0,4.459431619,5.129283017,4.392317423,4.169925001,5.523561956,6.392317423,5.807354922,4.857980995,5,4.523561956,5.392317423,5.321928095,5.857980995,10.38694025,5.087462841,4.906890596,5.044394119,7.475733431,4.169925001,5.247927513,5,5.700439718,8.108524457,7.400879436,3.321928095
Sample1742,0,4.247927513,4.523561956,5.64385619,6,4.95419631,5.426264755,6.129283017,6,5.491853096,5.857980995,5.426264755,6.426264755,5.906890596,4.459431619,6.129283017,7.139551352,7.257387843,7.918863237,5.807354922,6.539158811,6.209453366,5.882643049,6.285402219,6.285402219,6.189824559
Sample1743,0,6.727920455,8,4.906890596,3.321928095,5.832890014,7.321928095,5.807354922,3.459431619,3.807354922,3.807354922,5.247927513,4.584962501,5.357552005,10.67154107,5,4.807354922,4.392317423,6.965784285,4.321928095,4.247927513,5.044394119,4.64385619,8.426264755,4.459431619,2
Sample1744,0,4.087462841,6.303780748,5.044394119,4.754887502,8.28077077,7.658211483,6.209453366,4.906890596,4.754887502,5.044394119,6.022367813,4.95419631,5.459431619,8.092757141,5.523561956,5.169925001,4.392317423,8.098032083,4.807354922,5.584962501,5.882643049,4.857980995,6,5.426264755,5.087462841
Sample1745,0,5.285402219,3.584962501,3,1,11.30206767,11.78340754,5.584962501,1.584962501,1.584962501,1,7.686500527,2.321928095,3.700439718,2,2,2.321928095,3.700439718,6.977279923,1.584962501,2.321928095,2.584962501,3.459431619,4.857980995,1,1
Sample1746,0,4.906890596,5.129283017,5.285402219,6.321928095,6.554588852,6.247927513,7.577428828,6.303780748,7.285402219,5.930737338,6.022367813,6.539158811,6.022367813,3.584962501,5.584962501,6.129283017,5.930737338,6.882643049,5.285402219,5.857980995,6.303780748,6.169925001,7.426264755,6.442943496,5.906890596
Sample1747,0,3.906890596,4.754887502,5.392317423,5.426264755,6.426264755,6.539158811,7.475733431,4.247927513,5.426264755,5,5.614709844,5.95419631,5.459431619,9.449148645,5.129283017,4.754887502,5.781359714,6.781359714,5.321928095,5.523561956,6.700439718,5.491853096,6.303780748,5.357552005,5.64385619
Sample1748,0,8.426264755,4.321928095,4.247927513,3.584962501,4.523561956,5.129283017,5.584962501,4.64385619,4.700439718,4,5.614709844,4.523561956,5,10.65194861,5.285402219,7.118941073,6.087462841,7.584962501,3.700439718,4.523561956,5.727920455,5.129283017,5.209453366,4.321928095,4.807354922
Sample1749,0,1.584962501,5.857980995,4.247927513,1.584962501,9.567956075,8.129283017,5.247927513,2.321928095,1.584962501,2.321928095,7.06608919,2.584962501,4.584962501,10.56224242,3.459431619,3.321928095,10.65105169,8.665335917,5.087462841,3.459431619,3.459431619,4.321928095,3,1,1
Sample1750,0,2.321928095,4.459431619,3.584962501,2,9.73809226,10.90312868,5.491853096,2.321928095,3,2.807354922,6.357552005,3.459431619,5,6.807354922,3.321928095,3.321928095,4.247927513,7.977279923,4.169925001,3.584962501,3.700439718,5.357552005,5.129283017,1,1
Sample1751,0,3.584962501,4.459431619,5.129283017,5.614709844,7.820178962,7.839203788,6.044394119,5.426264755,4.523561956,4.247927513,5.392317423,4.857980995,5.727920455,8.810571635,5,5.554588852,5.700439718,7.714245518,5.044394119,5,5.614709844,6.700439718,5.832890014,4.64385619,3.807354922
Sample1752,0,4.247927513,6.06608919,4.700439718,4.857980995,5.523561956,5.857980995,5.700439718,4.857980995,5.392317423,4.247927513,4.584962501,5.392317423,5.554588852,10.46658634,5.321928095,4.807354922,5.614709844,7.741466986,4,5.321928095,5.882643049,6.64385619,5,4.247927513,5.321928095
Sample1753,0,4.321928095,6.321928095,4.321928095,3.700439718,6.768184325,5.672425342,5.977279923,4.247927513,3.584962501,4.857980995,4.754887502,4.95419631,5.523561956,11.09934781,4.584962501,4.321928095,5.044394119,6.357552005,4.700439718,4.64385619,5.247927513,6.169925001,6.392317423,3.459431619,5.285402219
Sample1754,0,1.584962501,7.672425342,3.321928095,1,8.17990909,8.413627929,4.906890596,1,8.909893084,1,6.266786541,2,7.285402219,11.67815996,1,2.807354922,11.17492568,6.50779464,2,2.584962501,2.321928095,3.584962501,2.807354922,1,1
Sample1755,0,3.169925001,4.392317423,3.700439718,2.807354922,7.888743249,6.942514505,4.392317423,3.459431619,3.700439718,4.392317423,4.584962501,3.807354922,5.285402219,11.85135865,3.700439718,3.906890596,5.247927513,7.971543554,3.169925001,3.584962501,4.523561956,5.64385619,3.906890596,5.832890014,2.807354922
Sample1756,0,2.807354922,5.523561956,4.087462841,4.584962501,7.882643049,7.636624621,6.044394119,4.169925001,4.169925001,3.807354922,6,5.672425342,5.672425342,10.68035952,3.700439718,4.523561956,4.459431619,8.129283017,3.807354922,4.700439718,6.599912842,4.906890596,5.700439718,3.807354922,2.807354922
Sample1757,0,5.357552005,5,5.087462841,4.906890596,4.169925001,5.672425342,6.108524457,6.22881869,5.426264755,5.169925001,5.392317423,5.426264755,5.977279923,9.211888295,6,5.832890014,5.087462841,7.787902559,4.807354922,5.614709844,7.118941073,5.614709844,6.894817763,5.321928095,5.930737338
Sample1758,0,6.64385619,3.584962501,4.523561956,2.584962501,9.599912842,10.22761594,5.357552005,2.807354922,3.584962501,3.700439718,7.339850003,4.321928095,4.64385619,7.357552005,4.459431619,4.392317423,4.523561956,7.906890596,2.584962501,4.459431619,4.857980995,4.169925001,5.459431619,2,1.584962501
Sample1759,0,3.459431619,3.807354922,3,1,9.588714636,12.19321732,3.700439718,1,1.584962501,1,8.434628228,1.584962501,4.459431619,5.906890596,1.584962501,2.807354922,5.977279923,8.098032083,1.584962501,2.321928095,2.584962501,4.087462841,2,1,1
Sample1760,0,3.169925001,6.584962501,3.807354922,3.807354922,10.14082977,9.475733431,5.357552005,3.321928095,2.321928095,3,6.62935662,4.247927513,5.087462841,7.988684687,3.906890596,3.700439718,4.247927513,6.754887502,3.169925001,4.459431619,4,4.392317423,7.607330314,2,1.584962501
Sample1761,0,1.584962501,5.832890014,3.169925001,2,10.03891899,10.72280753,4.459431619,2,1.584962501,2.584962501,8.189824559,2.807354922,4.754887502,8.826548487,2.807354922,3.321928095,4.807354922,7.741466986,2.807354922,3.321928095,3,4.169925001,3.169925001,1,1
Sample1762,0,3.906890596,5.584962501,4.807354922,5,5.321928095,5.64385619,5.832890014,4.459431619,4.95419631,4.523561956,5.087462841,5.321928095,5.832890014,10.44708323,5.357552005,5.129283017,4.700439718,6.988684687,4.700439718,5.584962501,6.942514505,5.584962501,7.033423002,4.700439718,4.459431619
Sample1763,0,1.584962501,5.392317423,4,3.459431619,10.14974712,9.385862401,5.672425342,3.459431619,3.169925001,2.584962501,5.64385619,4.247927513,5.285402219,8.903881846,3.700439718,3.906890596,6.14974712,8.845490051,3.169925001,3.459431619,4.857980995,5.044394119,5.426264755,1.584962501,1.584962501
Sample1764,0,2.807354922,4.754887502,9.479780264,3.169925001,6.108524457,6.375039431,5.357552005,3.700439718,3.584962501,3.584962501,4.584962501,4.807354922,7.055282436,6.491853096,4,4.95419631,10.04439412,8.661778098,6.129283017,4.523561956,4.087462841,6.169925001,4.700439718,2,2
Sample1765,0,6.022367813,5.392317423,4.95419631,5.64385619,6.584962501,6.266786541,6.22881869,5.209453366,4.64385619,5.64385619,5.64385619,5.491853096,7.247927513,8.909893084,5.321928095,5.64385619,5.754887502,7.044394119,4.584962501,5.285402219,5.672425342,5.930737338,6.247927513,5.491853096,5.321928095
Sample1766,0,2.807354922,5.087462841,4.392317423,4.087462841,7.614709844,7.539158811,5.426264755,3.906890596,4.392317423,3.459431619,5.209453366,5,8.082149041,10.02928723,4.169925001,4.64385619,4.807354922,7.417852515,4.584962501,4.523561956,5.426264755,5.392317423,7.108524457,3.459431619,3.906890596
Sample1767,0,2.321928095,4.392317423,3.584962501,2.584962501,7.330916878,6.614709844,5.169925001,3,2.584962501,3.321928095,5,4.087462841,5.614709844,11.60640521,4.169925001,3.906890596,4.523561956,8.348728154,3.807354922,3.700439718,5.727920455,5.672425342,7.044394119,3,2
Sample1768,0,3.169925001,4.087462841,3.584962501,4.087462841,6.882643049,7.599912842,5.209453366,3,2.584962501,3,5.321928095,3,5.832890014,11.20762447,4.087462841,4.247927513,7.238404739,10.02928723,6.189824559,3.459431619,3.321928095,5.700439718,4.807354922,1.584962501,1
Sample1769,0,3,5.459431619,4.321928095,5.169925001,10.36303963,6.426264755,5.781359714,3.906890596,4.700439718,3.700439718,8.252665432,5,5.321928095,6.95419631,4.087462841,4.459431619,4.392317423,5.906890596,4.523561956,4.857980995,6.022367813,5,6.820178962,3,4.584962501
Sample1770,0,2.807354922,5.392317423,4.087462841,3.169925001,8.055282436,8.379378367,5.321928095,3.906890596,2.584962501,4.392317423,5.882643049,3.906890596,5.129283017,11.04780555,4.700439718,4.523561956,4.807354922,7.707359132,3.321928095,4.169925001,5.426264755,5.357552005,4.459431619,2,2.807354922
Sample1771,0,2.584962501,4.169925001,4.247927513,3.584962501,8.661778098,8.174925683,6.022367813,3.906890596,3.906890596,3.584962501,3.906890596,4.321928095,6.169925001,10.74146699,4.087462841,4.321928095,6.357552005,8.005624549,3.169925001,3.700439718,5.129283017,5.129283017,6,2.321928095,2
Sample1772,0,3.459431619,6.375039431,4.247927513,5.554588852,8.921840937,6.820178962,5.491853096,4.087462841,4.321928095,4.857980995,6.303780748,4.700439718,5.807354922,9.25502857,5.044394119,5,4.584962501,6.930737338,3.906890596,5.087462841,5.247927513,5.754887502,7.948367232,3.906890596,4.247927513
Sample1773,0,1,3.584962501,3.807354922,1,11.25620869,12.14688684,3.459431619,1,1.584962501,1,9.982993575,1,4.169925001,8.038918989,1.584962501,1.584962501,6.409390936,7.483815777,1,2,1.584962501,2.584962501,1.584962501,1,1
Sample1774,0,4.754887502,7.46760555,3.807354922,2.584962501,8.303780748,9.449148645,9.481799432,2.807354922,2.807354922,3,6.523561956,4.321928095,5.129283017,8.451211112,3.584962501,3.906890596,4.392317423,5.906890596,3.169925001,3.906890596,3.906890596,4.700439718,4.392317423,1,2.584962501
Sample1775,0,3.321928095,2.807354922,4,2.807354922,8.339850003,8.326429487,5.392317423,2.321928095,3.459431619,3.459431619,6,4.807354922,5.357552005,10.99788513,4.392317423,4.459431619,4.857980995,7.499845887,5.392317423,4.169925001,4.906890596,4.64385619,5.392317423,2.321928095,1
